Supplemental Table 2. Data included in the meta-analysis examining the effects of pH on fertilization rate.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
phylum,paper_link,study,taxonomic_group,common_name,latin_name,p_h_experimental,p_h_control,p_co2_experimental,p_co2_control,ave_fert_percent_p_h,error_percent_p_h,error_statistic,number_trials_p_h,number_individuals_eggs_trial,incubation_time,sperm_per_m_l,sperm_egg_ratio,number_females,number_males,secondary_stressor,what_is_2nd_stressor,sec_stressor_treatment,details,ave_fert_proport
Echinoderm,doi.org/10.3354/meps274161,"Kurihara, 2004",urchin,Sea urchin,Hemicentrotus pulcherrimus,7.4,8,2365,365,87.05,20.38,SD,6,300,15,NA,NA,NA,NA,no,NA,NA,CO2 bubble experiment,0.8705
Echinoderm,doi.org/10.3354/meps274161,"Kurihara, 2004",urchin,Sea urchin,Hemicentrotus pulcherrimus,7,8,5365,365,69.54,38.85,SD,6,300,15,NA,NA,NA,NA,no,NA,NA,CO2 bubble experiment,0.6954
Echinoderm,doi.org/10.3354/meps274161,"Kurihara, 2004",urchin,Sea urchin,Hemicentrotus pulcherrimus,6.8,8,10365,365,43.88,42.93,SD,6,300,15,NA,NA,NA,NA,no,NA,NA,CO2 bubble experiment,0.4388
Echinoderm,doi.org/10.3354/meps274161,"Kurihara, 2004",urchin,Sea urchin,Echinometra mathaei,8.11,8.11,365,365,98.03,2.07,SD,3,300,15,NA,NA,NA,NA,no,NA,NA,CO2 bubble experiment,0.9803
Echinoderm,doi.org/10.3354/meps274161,"Kurihara, 2004",urchin,Sea urchin,Echinometra mathaei,7.81,8.11,865,365,97.68,2.07,SD,3,300,15,NA,NA,NA,NA,no,NA,NA,CO2 bubble experiment,0.9768
Echinoderm,doi.org/10.3354/meps274161,"Kurihara, 2004",urchin,Sea urchin,Echinometra mathaei,7.64,8.11,1365,365,94.58,6.89,SD,3,300,15,NA,NA,NA,NA,no,NA,NA,CO2 bubble experiment,0.9458
Echinoderm,doi.org/10.3354/meps274161,"Kurihara, 2004",urchin,Sea urchin,Echinometra mathaei,7.33,8.11,2365,365,73.91,22.39,SD,3,300,15,NA,NA,NA,NA,no,NA,NA,CO2 bubble experiment,0.7391
Echinoderm,doi.org/10.3354/meps274161,"Kurihara, 2004",urchin,Sea urchin,Echinometra mathaei,7.12,8.11,5365,365,41.53,29.97,SD,3,300,15,NA,NA,NA,NA,no,NA,NA,CO2 bubble experiment,0.4153
Echinoderm,doi.org/10.3354/meps274161,"Kurihara, 2004",urchin,Sea urchin,Echinometra mathaei,6.79,8.11,10365,365,7.78,11.71,SD,3,300,15,NA,NA,NA,NA,no,NA,NA,CO2 bubble experiment,0.0778
Echinoderm,doi.org/10.3354/meps274161,"Kurihara, 2004",urchin,Sea urchin,Hemicentrotus pulcherrimus,8,8,365,365,100.24,9.83,SD,4,300,15,NA,NA,NA,NA,no,NA,NA,HCl experiment,1
Echinoderm,doi.org/10.3354/meps274161,"Kurihara, 2004",urchin,Sea urchin,Hemicentrotus pulcherrimus,7.8,8,865,365,99.04,10.79,SD,4,300,15,NA,NA,NA,NA,no,NA,NA,HCl experiment,0.9904
Echinoderm,doi.org/10.3354/meps274161,"Kurihara, 2004",urchin,Sea urchin,Hemicentrotus pulcherrimus,7.6,8,1365,365,100,10.31,SD,4,300,15,NA,NA,NA,NA,no,NA,NA,HCl experiment,1
Echinoderm,doi.org/10.3354/meps274161,"Kurihara, 2004",urchin,Sea urchin,Hemicentrotus pulcherrimus,7.4,8,2365,365,100.24,9.59,SD,4,300,15,NA,NA,NA,NA,no,NA,NA,HCl experiment,1
Echinoderm,doi.org/10.3354/meps274161,"Kurihara, 2004",urchin,Sea urchin,Hemicentrotus pulcherrimus,7,8,5365,365,98.8,7.19,SD,4,300,15,NA,NA,NA,NA,no,NA,NA,HCl experiment,0.988
Echinoderm,doi.org/10.3354/meps274161,"Kurihara, 2004",urchin,Sea urchin,Hemicentrotus pulcherrimus,6.8,8,10365,365,77.22,9.59,SD,4,300,15,NA,NA,NA,NA,no,NA,NA,HCl experiment,0.7722
Echinoderm,doi.org/10.3354/meps274161,"Kurihara, 2004",urchin,Sea urchin,Echinometra mathaei,8.11,8.11,365,365,99.75,0,SD,5,300,15,NA,NA,NA,NA,no,NA,NA,HCl experiment,0.9975
Echinoderm,doi.org/10.3354/meps274161,"Kurihara, 2004",urchin,Sea urchin,Echinometra mathaei,7.81,8.11,865,365,99.75,0,SD,5,300,15,NA,NA,NA,NA,no,NA,NA,HCl experiment,0.9975
Echinoderm,doi.org/10.3354/meps274161,"Kurihara, 2004",urchin,Sea urchin,Echinometra mathaei,7.64,8.11,1365,365,100.09,0,SD,5,300,15,NA,NA,NA,NA,no,NA,NA,HCl experiment,1
Echinoderm,doi.org/10.3354/meps274161,"Kurihara, 2004",urchin,Sea urchin,Echinometra mathaei,7.33,8.11,2365,365,99.4,1.03,SD,5,300,15,NA,NA,NA,NA,no,NA,NA,HCl experiment,0.994
Echinoderm,doi.org/10.3354/meps274161,"Kurihara, 2004",urchin,Sea urchin,Echinometra mathaei,7.12,8.11,5365,365,91.48,6.54,SD,5,300,15,NA,NA,NA,NA,no,NA,NA,HCl experiment,0.9148
Echinoderm,doi.org/10.3354/meps274161,"Kurihara, 2004",urchin,Sea urchin,Echinometra mathaei,6.79,8.11,10365,365,34.99,28.59,SD,5,300,15,NA,NA,NA,NA,no,NA,NA,HCl experiment,0.3499
Echinoderm,https://doi.org/10.1016/j.marpolbul.2010.09.012,"Moulin, 2011",urchin,Sea urchin,Paracentrotus lividus,6.8,8,8108.88,310.66,0.4,0,SD,3,NA,10,NA,NA,5,5,no,NA,NA,Tidepool 1,0.004
Echinoderm,https://doi.org/10.1016/j.marpolbul.2010.09.012,"Moulin, 2011",urchin,Sea urchin,Paracentrotus lividus,7.4,8,1690.81,310.66,61.1,4,SD,3,NA,10,NA,NA,5,5,no,NA,NA,Tidepool 1,0.611
Echinoderm,https://doi.org/10.1016/j.marpolbul.2010.09.012,"Moulin, 2011",urchin,Sea urchin,Paracentrotus lividus,7.6,8,1037.37,310.66,90.3,2.5,SD,3,NA,10,NA,NA,5,5,no,NA,NA,Tidepool 1,0.903
Echinoderm,https://doi.org/10.1016/j.marpolbul.2010.09.012,"Moulin, 2011",urchin,Sea urchin,Paracentrotus lividus,8,8,310.66,310.66,99.1,0,SD,3,NA,10,NA,NA,5,5,no,NA,NA,Tidepool 1,0.991
Echinoderm,https://doi.org/10.1016/j.marpolbul.2010.09.012,"Moulin, 2011",urchin,Sea urchin,Paracentrotus lividus,6.8,8.01,8108.88,310.66,1.1,0,SD,3,NA,60,NA,NA,5,5,no,NA,NA,Tidepool 1,0.011
Echinoderm,https://doi.org/10.1016/j.marpolbul.2010.09.012,"Moulin, 2011",urchin,Sea urchin,Paracentrotus lividus,7.4,8.01,1690.81,310.66,70.1,6.3,SD,3,NA,60,NA,NA,5,5,no,NA,NA,Tidepool 1,0.701
Echinoderm,https://doi.org/10.1016/j.marpolbul.2010.09.012,"Moulin, 2011",urchin,Sea urchin,Paracentrotus lividus,7.61,8.01,1037.37,310.66,90.2,0,SD,3,NA,60,NA,NA,5,5,no,NA,NA,Tidepool 1,0.902
Echinoderm,https://doi.org/10.1016/j.marpolbul.2010.09.012,"Moulin, 2011",urchin,Sea urchin,Paracentrotus lividus,8.01,8.01,310.66,310.66,99.4,0,SD,3,NA,60,NA,NA,5,5,no,NA,NA,Tidepool 1,0.994
Echinoderm,https://doi.org/10.1016/j.marpolbul.2010.09.012,"Moulin, 2011",urchin,Sea urchin,Paracentrotus lividus,6.8,8,8108.88,310.66,1.4,0,SD,3,NA,120,NA,NA,5,5,no,NA,NA,Tidepool 1,0.014
Echinoderm,https://doi.org/10.1016/j.marpolbul.2010.09.012,"Moulin, 2011",urchin,Sea urchin,Paracentrotus lividus,7.4,8,1690.81,310.66,66.5,5.7,SD,3,NA,120,NA,NA,5,5,no,NA,NA,Tidepool 1,0.665
Echinoderm,https://doi.org/10.1016/j.marpolbul.2010.09.012,"Moulin, 2011",urchin,Sea urchin,Paracentrotus lividus,7.6,8,1037.37,310.66,91.5,3.8,SD,3,NA,120,NA,NA,5,5,no,NA,NA,Tidepool 1,0.915
Echinoderm,https://doi.org/10.1016/j.marpolbul.2010.09.012,"Moulin, 2011",urchin,Sea urchin,Paracentrotus lividus,8,8,310.66,310.66,100,0,SD,3,NA,120,NA,NA,5,5,no,NA,NA,Tidepool 1,1
Echinoderm,https://doi.org/10.1016/j.marpolbul.2010.09.012,"Moulin, 2011",urchin,Sea urchin,Paracentrotus lividus,6.8,8,8335.25,319.16,0.4,0,SD,3,NA,10,NA,NA,5,5,no,NA,NA,Tidepool 2,0.004
Echinoderm,https://doi.org/10.1016/j.marpolbul.2010.09.012,"Moulin, 2011",urchin,Sea urchin,Paracentrotus lividus,7.4,8,1688.46,319.16,72.9,3.2,SD,3,NA,10,NA,NA,5,5,no,NA,NA,Tidepool 2,0.729
Echinoderm,https://doi.org/10.1016/j.marpolbul.2010.09.012,"Moulin, 2011",urchin,Sea urchin,Paracentrotus lividus,7.59,8,1047.35,319.16,77.3,21.9,SD,3,NA,10,NA,NA,5,5,no,NA,NA,Tidepool 2,0.773
Echinoderm,https://doi.org/10.1016/j.marpolbul.2010.09.012,"Moulin, 2011",urchin,Sea urchin,Paracentrotus lividus,8,8,319.16,319.16,98.8,0,SD,3,NA,10,NA,NA,5,5,no,NA,NA,Tidepool 2,0.988
Echinoderm,https://doi.org/10.1016/j.marpolbul.2010.09.012,"Moulin, 2011",urchin,Sea urchin,Paracentrotus lividus,6.8,8,8335.25,319.16,4.5,0,SD,3,NA,60,NA,NA,5,5,no,NA,NA,Tidepool 2,0.045
Echinoderm,https://doi.org/10.1016/j.marpolbul.2010.09.012,"Moulin, 2011",urchin,Sea urchin,Paracentrotus lividus,7.4,8,1688.46,319.16,83.6,0,SD,3,NA,60,NA,NA,5,5,no,NA,NA,Tidepool 2,0.836
Echinoderm,https://doi.org/10.1016/j.marpolbul.2010.09.012,"Moulin, 2011",urchin,Sea urchin,Paracentrotus lividus,7.6,8,1047.35,319.16,89.9,3.4,SD,3,NA,60,NA,NA,5,5,no,NA,NA,Tidepool 2,0.899
Echinoderm,https://doi.org/10.1016/j.marpolbul.2010.09.012,"Moulin, 2011",urchin,Sea urchin,Paracentrotus lividus,8,8,319.16,319.16,98.9,0,SD,3,NA,60,NA,NA,5,5,no,NA,NA,Tidepool 2,0.989
Echinoderm,https://doi.org/10.1016/j.marpolbul.2010.09.012,"Moulin, 2011",urchin,Sea urchin,Paracentrotus lividus,6.8,8,8335.25,319.16,4.2,0,SD,3,NA,120,NA,NA,5,5,no,NA,NA,Tidepool 2,0.042
Echinoderm,https://doi.org/10.1016/j.marpolbul.2010.09.012,"Moulin, 2011",urchin,Sea urchin,Paracentrotus lividus,7.4,8,1688.46,319.16,79.8,6.6,SD,3,NA,120,NA,NA,5,5,no,NA,NA,Tidepool 2,0.798
Echinoderm,https://doi.org/10.1016/j.marpolbul.2010.09.012,"Moulin, 2011",urchin,Sea urchin,Paracentrotus lividus,7.6,8,1047.35,319.16,93,3.3,SD,3,NA,120,NA,NA,5,5,no,NA,NA,Tidepool 2,0.93
Echinoderm,https://doi.org/10.1016/j.marpolbul.2010.09.012,"Moulin, 2011",urchin,Sea urchin,Paracentrotus lividus,8,8,319.16,319.16,100,0,SD,3,NA,120,NA,NA,5,5,no,NA,NA,Tidepool 2,1
Echinoderm,https://doi.org/10.1098/rspb.2019.0785,"Smith, 2019",urchin,Sea urchin,Lytechinus pictus,8.07,8.07,506,506,35.6,3.4,SE,20,300,10,100000,NA,10,20,no,NA,NA,"10 Pooled females, individual males",0.356
Echinoderm,https://doi.org/10.1098/rspb.2019.0785,"Smith, 2019",urchin,Sea urchin,Lytechinus pictus,7.9,8.07,792,506,34.1,2.2,SE,20,300,10,100000,NA,10,20,no,NA,NA,NA,0.341
Echinoderm,https://doi.org/10.1098/rspb.2019.0785,"Smith, 2019",urchin,Sea urchin,Lytechinus pictus,7.7,8.07,1170,506,38.1,2.5,SE,20,300,10,100000,NA,10,20,no,NA,NA,NA,0.381
Echinoderm,https://doi.org/10.1098/rspb.2019.0785,"Smith, 2019",urchin,Sea urchin,Heliocidaris erythrogramma,8.07,8.07,506,506,72.4,5,SE,16,300,10,10000,NA,10,16,no,NA,NA,NA,0.724
Echinoderm,https://doi.org/10.1098/rspb.2019.0785,"Smith, 2019",urchin,Sea urchin,Heliocidaris erythrogramma,7.9,8.07,792,506,72.1,4,SE,16,300,10,10000,NA,10,16,no,NA,NA,NA,0.721
Echinoderm,https://doi.org/10.1098/rspb.2019.0785,"Smith, 2019",urchin,Sea urchin,Heliocidaris erythrogramma,7.7,8.07,1170,506,74.6,5,SE,16,300,10,10000,NA,10,16,no,NA,NA,NA,0.746
Echinoderm,https://doi.org/10.1080/07924259.2013.875951,"Suckling, 2014",urchin,Sea urchin,Psammechinus miliaris,7.98,7.98,559,559,92,1,SE,3,NA,45,NA,NA,5,2,no,NA,NA,Control,0.92
Echinoderm,https://doi.org/10.1080/07924259.2013.875951,"Suckling, 2014",urchin,Sea urchin,Psammechinus miliaris,7.7,7.98,999,559,67,3,SE,3,NA,45,NA,NA,5,2,no,NA,NA,28 day exposure to low pH,0.67
Echinoderm,https://doi.org/10.1080/07924259.2013.875951,"Suckling, 2014",urchin,Sea urchin,Psammechinus miliaris,7.7,7.98,999,559,83,1.9,SE,3,NA,45,NA,NA,5,2,no,NA,NA,42 day exposure to low pH,0.83
Echinoderm,https://doi.org/10.1080/07924259.2013.875951,"Suckling, 2014",urchin,Sea urchin,Psammechinus miliaris,7.7,7.98,999,559,90,3,SE,3,NA,45,NA,NA,5,2,no,NA,NA,70 day exposure to low pH,0.9
Echinoderm,https://doi.org/10.1016/j.jmarsys.2014.04.013,"Sung, 2014",urchin,Sea urchin,Hemicentrotus pulcherrimus,7.99,7.99,380,380,77,1.9,SD,3,500,20,NA,NA,NA,NA,no,NA,NA,Data sent via email upon request for the error type,0.77
Echinoderm,https://doi.org/10.1016/j.jmarsys.2014.04.013,"Sung, 2014",urchin,Sea urchin,Hemicentrotus pulcherrimus,7.96,7.99,450,380,75.9,5.4,SD,3,500,20,NA,NA,NA,NA,no,NA,NA,Data sent via email upon request for the error type,0.759
Echinoderm,https://doi.org/10.1016/j.jmarsys.2014.04.013,"Sung, 2014",urchin,Sea urchin,Hemicentrotus pulcherrimus,7.92,7.99,550,380,75.3,1.9,SD,3,500,20,NA,NA,NA,NA,no,NA,NA,Data sent via email upon request for the error type,0.753
Echinoderm,https://doi.org/10.1016/j.jmarsys.2014.04.013,"Sung, 2014",urchin,Sea urchin,Hemicentrotus pulcherrimus,7.78,7.99,750,380,74.5,1.5,SD,3,500,20,NA,NA,NA,NA,no,NA,NA,Data sent via email upon request for the error type,0.745
Echinoderm,https://doi.org/10.1016/j.jmarsys.2014.04.013,"Sung, 2014",urchin,Sea urchin,Hemicentrotus pulcherrimus,7.69,7.99,1000,380,51.8,3.3,SD,3,500,20,NA,NA,NA,NA,no,NA,NA,Data sent via email upon request for the error type,0.518
Echinoderm,https://doi.org/10.1016/j.jmarsys.2014.04.013,"Sung, 2014",urchin,Sea urchin,Hemicentrotus pulcherrimus,7.59,7.99,1500,380,42.8,3.4,SD,3,500,20,NA,NA,NA,NA,no,NA,NA,Data sent via email upon request for the error type,0.428
Echinoderm,https://doi.org/10.1016/j.jmarsys.2014.04.013,"Sung, 2014",urchin,Sea urchin,Strongylocentrotus nudus,8.01,8.01,380,380,82.4,2.8,SD,3,500,20,NA,NA,NA,NA,no,NA,NA,Data sent via email upon request for the error type,0.824
Echinoderm,https://doi.org/10.1016/j.jmarsys.2014.04.013,"Sung, 2014",urchin,Sea urchin,Strongylocentrotus nudus,7.94,8.01,450,380,44.6,5.3,SD,3,500,20,NA,NA,NA,NA,no,NA,NA,Data sent via email upon request for the error type,0.446
Echinoderm,https://doi.org/10.1016/j.jmarsys.2014.04.013,"Sung, 2014",urchin,Sea urchin,Strongylocentrotus nudus,7.91,8.01,550,380,25.5,9.1,SD,3,500,20,NA,NA,NA,NA,no,NA,NA,Data sent via email upon request for the error type,0.255
Echinoderm,https://doi.org/10.1016/j.jmarsys.2014.04.013,"Sung, 2014",urchin,Sea urchin,Strongylocentrotus nudus,7.81,8.01,750,380,5.7,1.6,SD,3,500,20,NA,NA,NA,NA,no,NA,NA,Data sent via email upon request for the error type,0.057
Echinoderm,https://doi.org/10.1016/j.jmarsys.2014.04.013,"Sung, 2014",urchin,Sea urchin,Strongylocentrotus nudus,7.72,8.01,1000,380,4.2,0.6,SD,3,500,20,NA,NA,NA,NA,no,NA,NA,Data sent via email upon request for the error type,0.042
Echinoderm,https://doi.org/10.1016/j.jmarsys.2014.04.013,"Sung, 2014",urchin,Sea urchin,Strongylocentrotus nudus,7.55,8.01,1500,380,3.9,2,SD,3,500,20,NA,NA,NA,NA,no,NA,NA,Data sent via email upon request for the error type,0.039
Echinoderm,https://doi.org/10.1002/ece3.2776,"Kapsenberg, 2017",urchin,Sea urchin,Strongylocentrotus purpuratus,8.03,8.03,435,435,23.2,9,95% CI,12,200,120,1000,2.3,12,12,no,NA,NA,SB collection site; included only 10 and 100 sperm/uL concentrations,0.232
Echinoderm,https://doi.org/10.1002/ece3.2776,"Kapsenberg, 2017",urchin,Sea urchin,Strongylocentrotus purpuratus,8.03,8.03,435,435,90.1,2.8,95% CI,12,200,120,10000,23,12,12,no,NA,NA,SB collection site; included only 10 and 100 sperm/uL concentrations,0.901
Echinoderm,https://doi.org/10.1002/ece3.2776,"Kapsenberg, 2017",urchin,Sea urchin,Strongylocentrotus purpuratus,7.87,8.03,623,435,20.6,7,95% CI,12,200,120,1000,2.3,12,12,no,NA,NA,SB collection site; included only 10 and 100 sperm/uL concentrations,0.206
Echinoderm,https://doi.org/10.1002/ece3.2776,"Kapsenberg, 2017",urchin,Sea urchin,Strongylocentrotus purpuratus,7.87,8.03,623,435,81.5,5.2,95% CI,12,200,120,10000,23,12,12,no,NA,NA,SB collection site; included only 10 and 100 sperm/uL concentrations,0.815
Echinoderm,https://doi.org/10.1002/ece3.2776,"Kapsenberg, 2017",urchin,Sea urchin,Strongylocentrotus purpuratus,7.76,8.03,832,435,18.9,7.6,95% CI,12,200,120,1000,2.3,12,12,no,NA,NA,SB collection site; included only 10 and 100 sperm/uL concentrations,0.189
Echinoderm,https://doi.org/10.1002/ece3.2776,"Kapsenberg, 2017",urchin,Sea urchin,Strongylocentrotus purpuratus,7.76,8.03,832,435,77.7,7.6,95% CI,12,200,120,10000,23,12,12,no,NA,NA,SB collection site; included only 10 and 100 sperm/uL concentrations,0.777
Echinoderm,https://doi.org/10.1002/ece3.2776,"Kapsenberg, 2017",urchin,Sea urchin,Strongylocentrotus purpuratus,8.03,8.03,428,428,25.6,9.4,95% CI,12,200,120,1000,2.3,12,12,no,NA,NA,FC collection site; included only 10 and 100 sperm/uL concentrations,0.256
Echinoderm,https://doi.org/10.1002/ece3.2776,"Kapsenberg, 2017",urchin,Sea urchin,Strongylocentrotus purpuratus,8.03,8.03,428,428,91.7,2.9,95% CI,12,200,120,10000,23,12,12,no,NA,NA,FC collection site; included only 10 and 100 sperm/uL concentrations,0.917
Echinoderm,https://doi.org/10.1002/ece3.2776,"Kapsenberg, 2017",urchin,Sea urchin,Strongylocentrotus purpuratus,7.76,8.03,828,428,23.1,8.2,95% CI,12,200,120,1000,2.3,12,12,no,NA,NA,FC collection site; included only 10 and 100 sperm/uL concentrations,0.231
Echinoderm,https://doi.org/10.1002/ece3.2776,"Kapsenberg, 2017",urchin,Sea urchin,Strongylocentrotus purpuratus,7.76,8.03,828,428,86.9,3.7,95% CI,12,200,120,10000,23,12,12,no,NA,NA,FC collection site; included only 10 and 100 sperm/uL concentrations,0.869
Echinoderm,https://doi.org/10.1002/ece3.2776,"Kapsenberg, 2017",urchin,Sea urchin,Strongylocentrotus purpuratus,7.61,8.03,1213,428,17.4,7.9,95% CI,12,200,120,1000,2.3,12,12,no,NA,NA,FC collection site; included only 10 and 100 sperm/uL concentrations,0.174
Echinoderm,https://doi.org/10.1002/ece3.2776,"Kapsenberg, 2017",urchin,Sea urchin,Strongylocentrotus purpuratus,7.61,8.03,1213,428,81.4,5.2,95% CI,12,200,120,10000,23,12,12,no,NA,NA,FC collection site; included only 10 and 100 sperm/uL concentrations,0.814
Echinoderm,https://doi.org/10.1002/ece3.2776,"Kapsenberg, 2017",urchin,Sea urchin,Strongylocentrotus purpuratus,8.03,8.03,378,378,18.6,7.9,95% CI,10,200,120,1000,2.3,10,10,no,NA,NA,BMR collection site; included only 10 and 100 sperm/uL concentrations,0.186
Echinoderm,https://doi.org/10.1002/ece3.2776,"Kapsenberg, 2017",urchin,Sea urchin,Strongylocentrotus purpuratus,8.03,8.03,378,378,80.5,6.4,95% CI,10,200,120,10000,23,10,10,no,NA,NA,BMR collection site; included only 10 and 100 sperm/uL concentrations,0.805
Echinoderm,https://doi.org/10.1002/ece3.2776,"Kapsenberg, 2017",urchin,Sea urchin,Strongylocentrotus purpuratus,7.76,8.03,857,378,20.1,7.8,95% CI,10,200,120,1000,2.3,10,10,no,NA,NA,BMR collection site; included only 10 and 100 sperm/uL concentrations,0.201
Echinoderm,https://doi.org/10.1002/ece3.2776,"Kapsenberg, 2017",urchin,Sea urchin,Strongylocentrotus purpuratus,7.76,8.03,857,378,81.1,5.6,95% CI,10,200,120,10000,23,10,10,no,NA,NA,BMR collection site; included only 10 and 100 sperm/uL concentrations,0.811
Echinoderm,https://doi.org/10.1002/ece3.2776,"Kapsenberg, 2017",urchin,Sea urchin,Strongylocentrotus purpuratus,7.61,8.03,1233,378,20.8,8.3,95% CI,10,200,120,1000,2.3,10,10,no,NA,NA,BMR collection site; included only 10 and 100 sperm/uL concentrations,0.208
Echinoderm,https://doi.org/10.1002/ece3.2776,"Kapsenberg, 2017",urchin,Sea urchin,Strongylocentrotus purpuratus,7.61,8.03,1233,378,86.7,4.8,95% CI,10,200,120,10000,23,10,10,no,NA,NA,BMR collection site; included only 10 and 100 sperm/uL concentrations,0.867
Cnidarian,https://scholarlyrepository.miami.edu/oa_dissertations/574,"Albright, 2011",coral,Mountainous Star Coral,Orbicella faveolata,8.03,8.03,435,435,57,1,SE,12,100,420,NA,1600000,3,3,no,NA,NA,NA,0.57
Cnidarian,https://scholarlyrepository.miami.edu/oa_dissertations/574,"Albright, 2011",coral,Mountainous Star Coral,Orbicella faveolata,7.94,8.03,529,435,43,2,SE,12,100,420,NA,1600000,3,3,no,NA,NA,NA,0.43
Cnidarian,https://scholarlyrepository.miami.edu/oa_dissertations/574,"Albright, 2011",coral,Mountainous Star Coral,Orbicella faveolata,7.88,8.03,712,435,34,2,SE,12,100,420,NA,1600000,3,3,no,NA,NA,NA,0.34
Cnidarian,https://scholarlyrepository.miami.edu/oa_dissertations/574,"Albright, 2011",coral,Elkhorn Coral,Acropora palmata,7.99,7.99,468,468,18.7,5.1,SE,10,100,240,322695,NA,NA,3,no,NA,NA,NA,0.187
Cnidarian,https://scholarlyrepository.miami.edu/oa_dissertations/574,"Albright, 2011",coral,Elkhorn Coral,Acropora palmata,7.99,7.99,468,468,37.6,4.3,SE,10,100,240,641253,NA,NA,3,no,NA,NA,NA,0.376
Cnidarian,https://scholarlyrepository.miami.edu/oa_dissertations/574,"Albright, 2011",coral,Elkhorn Coral,Acropora palmata,7.99,7.99,468,468,38.4,2.9,SE,10,100,240,1609338,NA,NA,3,no,NA,NA,NA,0.384
Cnidarian,https://scholarlyrepository.miami.edu/oa_dissertations/574,"Albright, 2011",coral,Elkhorn Coral,Acropora palmata,7.99,7.99,468,468,49.3,2.5,SE,10,100,240,3210402,NA,NA,3,no,NA,NA,NA,0.493
Cnidarian,https://scholarlyrepository.miami.edu/oa_dissertations/574,"Albright, 2011",coral,Elkhorn Coral,Acropora palmata,7.85,7.99,673,468,13.3,2.2,SE,10,100,240,641253,NA,NA,3,no,NA,NA,NA,0.133
Cnidarian,https://scholarlyrepository.miami.edu/oa_dissertations/574,"Albright, 2011",coral,Elkhorn Coral,Acropora palmata,7.85,7.99,673,468,27,3.2,SE,10,100,240,1609338,NA,NA,3,no,NA,NA,NA,0.27
Cnidarian,https://scholarlyrepository.miami.edu/oa_dissertations/574,"Albright, 2011",coral,Elkhorn Coral,Acropora palmata,7.85,7.99,673,468,45.7,3.6,SE,10,100,240,3214539,NA,NA,3,no,NA,NA,NA,0.457
Cnidarian,https://scholarlyrepository.miami.edu/oa_dissertations/574,"Albright, 2011",coral,Elkhorn Coral,Acropora palmata,7.72,7.99,998,468,7.7,1.4,SE,10,100,240,322695,NA,NA,3,no,NA,NA,NA,0.077
Cnidarian,https://scholarlyrepository.miami.edu/oa_dissertations/574,"Albright, 2011",coral,Elkhorn Coral,Acropora palmata,7.72,7.99,998,468,14.3,2.1,SE,10,100,240,645390,NA,NA,3,no,NA,NA,NA,0.143
Cnidarian,https://scholarlyrepository.miami.edu/oa_dissertations/574,"Albright, 2011",coral,Elkhorn Coral,Acropora palmata,7.72,7.99,998,468,32.4,2.9,SE,10,100,240,1609338,NA,NA,3,no,NA,NA,NA,0.324
Cnidarian,https://scholarlyrepository.miami.edu/oa_dissertations/574,"Albright, 2011",coral,Elkhorn Coral,Acropora palmata,7.72,7.99,998,468,43,1.8,SE,10,100,240,3214539,NA,NA,3,no,NA,NA,NA,0.43
Cnidarian,https://scholarlyrepository.miami.edu/oa_dissertations/574,"Albright, 2011",coral,Mountainous Star Coral,Orbicella faveolata,7.97,7.97,493,493,1.6,0,SE,10,100,180,91.5,NA,3,3,no,NA,NA,NA,0.016
Cnidarian,https://scholarlyrepository.miami.edu/oa_dissertations/574,"Albright, 2011",coral,Mountainous Star Coral,Orbicella faveolata,7.97,7.97,493,493,3.5,0,SE,10,100,180,915,NA,3,3,no,NA,NA,NA,0.035
Cnidarian,https://scholarlyrepository.miami.edu/oa_dissertations/574,"Albright, 2011",coral,Mountainous Star Coral,Orbicella faveolata,7.97,7.97,493,493,34.1,6.7,SE,10,100,180,9150,NA,3,3,no,NA,NA,NA,0.341
Cnidarian,https://scholarlyrepository.miami.edu/oa_dissertations/574,"Albright, 2011",coral,Mountainous Star Coral,Orbicella faveolata,7.97,7.97,493,493,41.8,12,SE,10,100,180,50300,NA,3,3,no,NA,NA,NA,0.418
Cnidarian,https://scholarlyrepository.miami.edu/oa_dissertations/574,"Albright, 2011",coral,Mountainous Star Coral,Orbicella faveolata,7.97,7.97,493,493,75.9,3.1,SE,10,100,180,91500,NA,3,3,no,NA,NA,NA,0.759
Cnidarian,https://scholarlyrepository.miami.edu/oa_dissertations/574,"Albright, 2011",coral,Mountainous Star Coral,Orbicella faveolata,7.97,7.97,493,493,85.9,0,SE,10,100,180,503000,NA,3,3,no,NA,NA,NA,0.859
Cnidarian,https://scholarlyrepository.miami.edu/oa_dissertations/574,"Albright, 2011",coral,Mountainous Star Coral,Orbicella faveolata,7.97,7.97,493,493,92,0,SE,10,100,180,915000,NA,3,3,no,NA,NA,NA,0.92
